loss,mse,val_loss,val_mse
0.5513,1.0535,0.4356,0.9946
0.5123,1.0941,0.4263,0.9813
0.5045,1.0855,0.4227,0.9705
0.4992,1.0812,0.4189,0.9668
0.493,1.0675,0.4169,0.9597
0.489,1.059,0.4151,0.955
0.4851,1.0503,0.4146,0.954
0.4838,1.0493,0.4134,0.9574
0.4826,1.0489,0.4126,0.9582
0.4808,1.0476,0.4133,0.9575
0.48,1.0449,0.4136,0.9562
0.4778,1.0407,0.4135,0.9599
0.479,1.0435,0.4149,0.9544
0.4776,1.0389,0.4138,0.9575
