loss,mse,val_loss,val_mse
0.5805,1.0621,0.4703,1.0359
0.5129,1.0871,0.4555,1.0393
0.5024,1.0766,0.4512,1.0232
0.4966,1.0737,0.4482,1.0248
0.4905,1.0636,0.4457,1.0163
0.4887,1.0643,0.443,1.0226
0.4849,1.0526,0.4434,1.0029
0.4825,1.0512,0.4409,1.0119
0.4793,1.0369,0.4419,1.0017
0.478,1.0396,0.4417,1.0081
0.4778,1.0353,0.4405,1.0178
0.4789,1.0426,0.4411,1.0225
0.4771,1.0375,0.4432,1.0103
0.4761,1.0327,0.4417,1.0179
0.4745,1.0268,0.4423,1.0156
0.4738,1.0273,0.4436,1.0116
