loss,mse,val_loss,val_mse
0.6343,1.0713,0.5357,1.0871
0.575,1.1158,0.5212,1.0686
0.5661,1.1055,0.5177,1.0644
0.5598,1.1027,0.5156,1.0637
0.5577,1.0895,0.5132,1.0527
0.5542,1.0777,0.5118,1.0397
0.5501,1.065,0.5099,1.0354
0.5466,1.057,0.5092,1.032
0.5422,1.0418,0.509,1.0271
0.5393,1.0352,0.5094,1.0238
0.5384,1.034,0.5099,1.0284
0.5363,1.0321,0.5098,1.0291
0.5346,1.0229,0.5109,1.0255
0.5339,1.0187,0.5114,1.0248
