loss,mse,val_loss,val_mse
0.7511,1.0213,0.7345,1.1093
0.7063,1.0748,0.7012,1.121
0.6971,1.0791,0.6934,1.0994
0.692,1.0731,0.689,1.0922
0.6888,1.0624,0.6894,1.0864
0.687,1.0556,0.6875,1.0812
0.6847,1.0532,0.6865,1.0804
0.682,1.0485,0.687,1.0822
0.6801,1.0485,0.6858,1.0851
0.6795,1.046,0.6855,1.0807
0.6767,1.034,0.6854,1.0859
0.6763,1.0396,0.6866,1.084
0.6762,1.0361,0.6879,1.0791
0.675,1.0375,0.6883,1.0822
0.6747,1.0335,0.686,1.0816
0.6723,1.031,0.686,1.0891
