loss,mse,val_loss,val_mse
0.7322,1.0336,0.7173,1.112
0.7106,1.0753,0.7049,1.1308
0.7026,1.0823,0.6982,1.1274
0.6988,1.0861,0.6958,1.1182
0.6955,1.0761,0.6946,1.1063
0.692,1.0681,0.6917,1.0984
0.6891,1.061,0.6918,1.0904
0.6885,1.0583,0.6903,1.0935
0.6864,1.0538,0.6885,1.0959
0.686,1.0546,0.6904,1.0901
0.683,1.044,0.6894,1.0849
0.6802,1.041,0.689,1.0876
0.6818,1.0441,0.6892,1.0849
0.6804,1.0395,0.6903,1.083
