loss,mse,val_loss,val_mse
0.5478,1.1073,0.468,1.081
0.5113,1.109,0.4592,1.0784
0.5021,1.1072,0.4551,1.0677
0.4991,1.1041,0.4516,1.0691
0.4956,1.0989,0.4496,1.0644
0.4927,1.0899,0.4494,1.0571
0.491,1.0822,0.4484,1.0421
0.4881,1.0687,0.447,1.0305
0.4854,1.0571,0.446,1.0262
0.4846,1.0597,0.4446,1.0226
0.4827,1.0461,0.4447,1.0159
0.4814,1.0487,0.444,1.0221
0.4799,1.0413,0.4459,1.0111
0.4782,1.0351,0.447,1.0109
0.4786,1.0391,0.4458,1.0224
0.4761,1.0287,0.4467,1.0136
0.4767,1.0305,0.4481,1.01
