loss,mse,val_loss,val_mse
0.6440429091453552,1.0722581148147583,0.8204966187477112,1.6091638803482056
0.6177998185157776,1.0537296533584595,0.8095213174819946,1.5385236740112305
0.6132774949073792,1.0405235290527344,0.8051267862319946,1.514993667602539
0.6069156527519226,1.0235154628753662,0.8020597100257874,1.5145806074142456
0.6034401059150696,1.019924283027649,0.7990322709083557,1.4988977909088135
0.6029428839683533,1.0190784931182861,0.7966049909591675,1.4893287420272827
0.6000221967697144,1.0113919973373413,0.7952362895011902,1.4830379486083984
0.598325252532959,1.0068745613098145,0.7942312359809875,1.4745839834213257
0.5972059369087219,1.0025429725646973,0.7919516563415527,1.4736719131469727
0.5959067940711975,1.0028635263442993,0.7917906045913696,1.4642635583877563
0.595016360282898,1.0026576519012451,0.7913700342178345,1.4617609977722168
0.5938956141471863,0.9925677180290222,0.789594292640686,1.4564685821533203
0.592289924621582,0.9939455986022949,0.7906754612922668,1.465509295463562
0.5928026437759399,0.9895891547203064,0.7897271513938904,1.4610114097595215
0.5926473140716553,0.9925402998924255,0.790237307548523,1.4562655687332153
0.589501142501831,0.9880792498588562,0.7889142632484436,1.4379936456680298
0.5901031494140625,0.9841410517692566,0.7892204523086548,1.449622392654419
0.5898593664169312,0.9863578677177429,0.790666937828064,1.453795313835144
0.5893406867980957,0.9927761554718018,0.7900780439376831,1.4433462619781494
0.5869907736778259,0.9839090704917908,0.7909328937530518,1.4521633386611938
0.5873653888702393,0.9823529720306396,0.7914716005325317,1.4508013725280762
