farm,train_loss,train_mae,train_rmse,train_r2_avg,train_r2_day1,train_r2_day2,train_r2_day3,val_loss,val_mae,val_rmse,val_r2_avg,val_r2_day1,val_r2_day2,val_r2_day3,test_mae,test_mse,test_rmse,test_r2_avg,test_r2_day1,test_r2_day2,test_r2_day3
Nozawa_Farms,0.6553,1.913,6.627,-0.0344,-0.004,-0.0474,-0.0518,54.933,2.1198,7.4117,-0.04,-0.0181,-0.0515,-0.0504,1.9678,54.2629,7.3663,-0.024,0.0004,-0.0346,-0.0379
