Date,Rainfall (mm),Tmax (°C),Tmin (°C),ET (mm/day),Ra (mm/day),Latitude,Longitude,Station
2000-01-01,0.0,22.9,11.6,2.857786629590833,10.545683182603732,20.002619,-155.694092,Hirako Farm
2000-01-02,0.0,23.1,12.8,2.787736108203334,10.564018809725699,20.002619,-155.694092,Hirako Farm
2000-01-03,0.0,23.1,13.5,2.7227654864038118,10.583750235326889,20.002619,-155.694092,Hirako Farm
2000-01-04,0.0843416,23.7,14.0,2.7841516369115635,10.604866433129182,20.002619,-155.694092,Hirako Farm
2000-01-05,0.472022,23.2,14.0,2.698661065916677,10.62735553738006,20.002619,-155.694092,Hirako Farm
2000-01-06,0.526031,23.3,13.8,2.7446867840299607,10.651204848134983,20.002619,-155.694092,Hirako Farm
2000-01-07,0.499935,22.4,13.9,2.573718618376142,10.676400837066964,20.002619,-155.694092,Hirako Farm
2000-01-08,0.465171,21.9,13.2,2.566726125811259,10.702929153819886,20.002619,-155.694092,Hirako Farm
2000-01-09,0.190934,22.2,13.8,2.560834898402694,10.730774632922493,20.002619,-155.694092,Hirako Farm
2000-01-10,0.244778,21.8,14.0,2.467473222737317,10.759921301280034,20.002619,-155.694092,Hirako Farm
2000-01-11,0.336056,22.1,14.1,2.5200137242029457,10.790352386260558,20.002619,-155.694092,Hirako Farm
2000-01-12,1.85247,22.5,13.6,2.662082733045448,10.822050324392745,20.002619,-155.694092,Hirako Farm
2000-01-13,5.32594,21.3,14.4,2.3379844275695856,10.854996770691896,20.002619,-155.694092,Hirako Farm
2000-01-14,0.813171,21.8,14.0,2.4971132294771983,10.889172608630282,20.002619,-155.694092,Hirako Farm
2000-01-15,4.57726,21.9,13.2,2.619876103807882,10.924557960767547,20.002619,-155.694092,Hirako Farm
2000-01-16,4.14921,21.1,13.6,2.4268292055102734,10.961132200056214,20.002619,-155.694092,Hirako Farm
2000-01-17,2.15227,21.1,12.3,2.589026481503639,10.99887396183645,20.002619,-155.694092,Hirako Farm
2000-01-18,0.915655,20.2,12.1,2.4529636713678804,11.03776115653349,20.002619,-155.694092,Hirako Farm
2000-01-19,0.473313,20.5,12.2,2.506743934215627,11.077770983069906,20.002619,-155.694092,Hirako Farm
2000-01-20,0.458566,19.9,13.0,2.300774196943224,11.118879943003858,20.002619,-155.694092,Hirako Farm
2000-01-21,1.37187,20.6,13.7,2.3567046261532605,11.161063855403153,20.002619,-155.694092,Hirako Farm
2000-01-22,3.67196,22.0,13.1,2.71767114798572,11.204297872463451,20.002619,-155.694092,Hirako Farm
2000-01-23,0.00833792,21.7,10.9,2.899284853233476,11.24855649587764,20.002619,-155.694092,Hirako Farm
2000-01-24,0.0469982,21.5,9.8,2.972059532177663,11.293813593961643,20.002619,-155.694092,Hirako Farm
2000-01-25,0.0486028,20.5,9.8,2.8111875637777777,11.340042419540287,20.002619,-155.694092,Hirako Farm
2000-01-26,3.31781,20.6,10.6,2.766252677957758,11.387215628595118,20.002619,-155.694092,Hirako Farm
2000-01-27,3.79445,21.5,12.2,2.779203276638668,11.435305299674097,20.002619,-155.694092,Hirako Farm
2000-01-28,0.521273,21.5,11.9,2.82349115690506,11.48428295406134,20.002619,-155.694092,Hirako Farm
2000-01-29,0.118426,22.9,12.2,3.0675637184312117,11.534119576702876,20.002619,-155.694092,Hirako Farm
2000-01-30,0.00924111,23.1,12.8,3.057105994433479,11.584785637882508,20.002619,-155.694092,Hirako Farm
2000-01-31,0.00839386,22.9,12.8,3.032223030848168,11.636251115639684,20.002619,-155.694092,Hirako Farm
2000-02-01,0.204381,23.8,13.1,3.1877626577525264,11.68848551891919,20.002619,-155.694092,Hirako Farm
2000-02-02,0.0,23.6,12.4,3.2355036915201927,11.741457911440298,20.002619,-155.694092,Hirako Farm
2000-02-03,0.0,23.0,11.7,3.2054969967810454,11.795136936270753,20.002619,-155.694092,Hirako Farm
2000-02-04,0.00021632,22.9,11.8,3.1916432706596334,11.849490841088942,20.002619,-155.694092,Hirako Farm
2000-02-05,0.000511289,23.0,11.5,3.2544341012948776,11.904487504115151,20.002619,-155.694092,Hirako Farm
2000-02-06,0.0100873,23.3,11.5,3.3261827955453946,11.960094460690826,20.002619,-155.694092,Hirako Farm
2000-02-07,0.00577403,23.4,12.4,3.2723699480151462,12.016278930482441,20.002619,-155.694092,Hirako Farm
2000-02-08,0.0249125,22.8,12.7,3.137210145533326,12.073007845284392,20.002619,-155.694092,Hirako Farm
2000-02-09,0.0,22.8,12.0,3.2273944873269134,12.130247877393304,20.002619,-155.694092,Hirako Farm
2000-02-10,0.0418253,22.9,12.5,3.209253871670086,12.187965468523844,20.002619,-155.694092,Hirako Farm
2000-02-11,0.0329052,23.2,11.9,3.3469962820409473,12.246126859234314,20.002619,-155.694092,Hirako Farm
2000-02-12,0.00363626,23.7,12.6,3.3896837657764793,12.304698118828023,20.002619,-155.694092,Hirako Farm
2000-02-13,0.00021082,23.8,12.3,3.457104034522284,12.363645175694684,20.002619,-155.694092,Hirako Farm
2000-02-14,0.0125707,23.7,12.3,3.453722667352771,12.422933848054122,20.002619,-155.694092,Hirako Farm
2000-02-15,0.0413459,23.9,12.9,3.4469530121765466,12.482529875062735,20.002619,-155.694092,Hirako Farm
2000-02-16,0.0272213,23.5,14.4,3.19805910776522,12.542398948241537,20.002619,-155.694092,Hirako Farm
2000-02-17,0.0841799,24.1,13.4,3.4654851695920845,12.602506743182811,20.002619,-155.694092,Hirako Farm
2000-02-18,0.0756345,23.9,13.8,3.392289432046778,12.66281895149102,20.002619,-155.694092,Hirako Farm
2000-02-19,0.0,24.2,12.5,3.6185025313305323,12.723301312912092,20.002619,-155.694092,Hirako Farm
2000-02-20,0.0201227,23.6,12.3,3.5335166019055086,12.783919647603849,20.002619,-155.694092,Hirako Farm
2000-02-21,0.0027335,23.9,12.8,3.5581115539158916,12.844639888499245,20.002619,-155.694092,Hirako Farm
2000-02-22,0.08242,23.9,13.3,3.51766573450423,12.905428113712746,20.002619,-155.694092,Hirako Farm
