loss,mse,val_loss,val_mse
0.5099930167198181,1.1108019351959229,0.5372934937477112,1.2506577968597412
0.4805786907672882,1.1100815534591675,0.5335551500320435,1.2467396259307861
0.4740651845932007,1.108920931816101,0.5306740999221802,1.2481712102890015
0.46915432810783386,1.1040775775909424,0.5274733304977417,1.2434711456298828
0.4651504456996918,1.0969444513320923,0.5240887403488159,1.2400164604187012
0.46122249960899353,1.0858476161956787,0.5211943984031677,1.2271578311920166
0.45781823992729187,1.0735523700714111,0.5172218084335327,1.2121150493621826
0.45338210463523865,1.04964280128479,0.514196515083313,1.1954013109207153
0.4508097469806671,1.036755084991455,0.5125558376312256,1.1877588033676147
0.44616058468818665,1.0246968269348145,0.5130385160446167,1.1858545541763306
0.44542375206947327,1.020546793937683,0.5132290124893188,1.1826714277267456
0.4447172284126282,1.0210462808609009,0.5132656097412109,1.1855379343032837
0.44230931997299194,1.01255202293396,0.5142114162445068,1.1874265670776367
0.44241607189178467,1.0122442245483398,0.5139750838279724,1.189286470413208
