farm,train_loss,train_mae,train_rmse,train_r2_avg,train_r2_day1,train_r2_day2,train_r2_day3,val_loss,val_mae,val_rmse,val_r2_avg,val_r2_day1,val_r2_day2,val_r2_day3,test_mae,test_mse,test_rmse,test_r2_avg,test_r2_day1,test_r2_day2,test_r2_day3
Cabaero_Farms,0.4792,1.4945,5.925,-0.0226,0.037,-0.0474,-0.0575,38.2567,1.6653,6.1852,-0.0451,0.0005,-0.0643,-0.0716,1.5099,47.1903,6.8695,-0.0118,0.0436,-0.0351,-0.0437
