loss,mse,val_loss,val_mse
0.7281182408332825,1.0959733724594116,0.7686607837677002,1.2119343280792236
0.706406831741333,1.071814775466919,0.7619425654411316,1.2010588645935059
0.6979351043701172,1.0556342601776123,0.7590582370758057,1.1931086778640747
0.6939995288848877,1.0451174974441528,0.7574450373649597,1.183673620223999
0.693097710609436,1.0427043437957764,0.756753146648407,1.1766608953475952
0.6884544491767883,1.0334877967834473,0.7544217705726624,1.1655462980270386
0.6872173547744751,1.0295791625976562,0.7519964575767517,1.166663646697998
0.6862318515777588,1.0240528583526611,0.7515379786491394,1.156761646270752
0.6839931607246399,1.02144455909729,0.7513266801834106,1.1607398986816406
0.6820598840713501,1.0197253227233887,0.7510705590248108,1.1489769220352173
0.6792169213294983,1.0085078477859497,0.7500426173210144,1.1458539962768555
0.6785536408424377,1.0043565034866333,0.7518400549888611,1.1444095373153687
0.676874041557312,1.001624584197998,0.7516571879386902,1.1487599611282349
0.6763082146644592,1.0026131868362427,0.751401960849762,1.1417863368988037
0.6736152172088623,0.9959248900413513,0.7544652223587036,1.1412546634674072
0.6737200617790222,0.9934887290000916,0.7539976835250854,1.1482385396957397
