loss,mse,val_loss,val_mse
0.5870084762573242,1.0682737827301025,0.5809731483459473,1.1890579462051392
0.543128490447998,1.0952954292297363,0.5755695700645447,1.1640331745147705
0.5368775725364685,1.079653263092041,0.5731347799301147,1.1509913206100464
0.5324281454086304,1.0668203830718994,0.5700091123580933,1.1424371004104614
0.5288481712341309,1.0693362951278687,0.5689539313316345,1.1580232381820679
0.5270463228225708,1.0631840229034424,0.5689473748207092,1.144375205039978
0.5255345702171326,1.052613615989685,0.568223237991333,1.1351678371429443
0.5228603482246399,1.0466853380203247,0.5679580569267273,1.1309150457382202
0.5231567621231079,1.0476772785186768,0.5661411881446838,1.1319419145584106
0.5222486853599548,1.0434058904647827,0.5662329196929932,1.136373519897461
0.5205743312835693,1.0410716533660889,0.5673398375511169,1.1211310625076294
0.5207631587982178,1.0387407541275024,0.5667152404785156,1.1317209005355835
0.5195217132568359,1.0395793914794922,0.5670872330665588,1.1301112174987793
0.51795494556427,1.032946228981018,0.5673765540122986,1.1275694370269775
