farm,train_loss,train_mae,train_rmse,train_r2_avg,train_r2_day1,train_r2_day2,train_r2_day3,val_loss,val_mae,val_rmse,val_r2_avg,val_r2_day1,val_r2_day2,val_r2_day3,test_mae,test_mse,test_rmse,test_r2_avg,test_r2_day1,test_r2_day2,test_r2_day3
Hawaii_Seed_Pro_LLC_Farm,0.4185,0.9358,4.4183,-0.0189,0.0217,-0.0364,-0.0418,19.1642,1.0647,4.3777,-0.0411,-0.0102,-0.0543,-0.0589,1.0232,33.2004,5.762,-0.0152,0.0101,-0.0254,-0.0302
